morphind	root_morphind	root_pos_morphind	affix_morphind	affix_morphind_wclass	pref_morphind	suff_morphind	verb_tagged	n
ber+ikut<v>_VSA	ikut	v	ber-_0	ber-_v_0	ber-	0	TRUE	15230
ber+ada<v>_VSA	ada	v	ber-_0	ber-_v_0	ber-	0	TRUE	9658
ber+kembang<v>_VSA	kembang	v	ber-_0	ber-_v_0	ber-	0	TRUE	4294
ber+pikir<v>_VSA	pikir	v	ber-_0	ber-_v_0	ber-	0	TRUE	3813
ber+ubah<v>_VSA	ubah	v	ber-_0	ber-_v_0	ber-	0	TRUE	3404
ber+gerak<v>_VSA	gerak	v	ber-_0	ber-_v_0	ber-	0	TRUE	3238
ber+main<v>_VSA	main	v	ber-_0	ber-_v_0	ber-	0	TRUE	3124
ber+bicara<v>_VSA	bicara	v	ber-_0	ber-_v_0	ber-	0	TRUE	3054
ber+temu<v>_VSA	temu	v	ber-_0	ber-_v_0	ber-	0	TRUE	2848
ber+henti<v>_VSA	henti	v	ber-_0	ber-_v_0	ber-	0	TRUE	2795
ber+isi<v>_VSA	isi	v	ber-_0	ber-_v_0	ber-	0	TRUE	2726
ber+harap<v>_VSA	harap	v	ber-_0	ber-_v_0	ber-	0	TRUE	2574
ber+tanya<v>_VSA	tanya	v	ber-_0	ber-_v_0	ber-	0	TRUE	2431
ber+tanggung<v>_VSA	tanggung	v	ber-_0	ber-_v_0	ber-	0	TRUE	2344
ber+tindak<v>_VSA	tindak	v	ber-_0	ber-_v_0	ber-	0	TRUE	1739
ber+gabung<v>_VSA	gabung	v	ber-_0	ber-_v_0	ber-	0	TRUE	1385
ber+tambah<v>_VSA	tambah	v	ber-_0	ber-_v_0	ber-	0	TRUE	1275
ber+lari<v>_VSA	lari	v	ber-_0	ber-_v_0	ber-	0	TRUE	1230
ber+sedia<v>_VSA	sedia	v	ber-_0	ber-_v_0	ber-	0	TRUE	1143
ber+buat<v>_VSA	buat	v	ber-_0	ber-_v_0	ber-	0	TRUE	993
ber+gantung<v>_VSA	gantung	v	ber-_0	ber-_v_0	ber-	0	TRUE	937
ber+lalu<v>_VSA	lalu	v	ber-_0	ber-_v_0	ber-	0	TRUE	841
ber+kumpul<v>_VSA	kumpul	v	ber-_0	ber-_v_0	ber-	0	TRUE	839
ber+saing<v>_VSA	saing	v	ber-_0	ber-_v_0	ber-	0	TRUE	767
ber+ulang<v>_VSA	ulang	v	ber-_0	ber-_v_0	ber-	0	TRUE	766
ber+juang<v>_VSA	juang	v	ber-_0	ber-_v_0	ber-	0	TRUE	759
ber+kunjung<v>_VSA	kunjung	v	ber-_0	ber-_v_0	ber-	0	TRUE	740
ber+latih<v>_VSA	latih	v	ber-_0	ber-_v_0	ber-	0	TRUE	679
ber+ganti<v>_VSA	ganti	v	ber-_0	ber-_v_0	ber-	0	TRUE	677
ber+edar<v>_VSA	edar	v	ber-_0	ber-_v_0	ber-	0	TRUE	645
ber+lanjut<v>_VSA	lanjut	v	ber-_0	ber-_v_0	ber-	0	TRUE	635
ber+nilai<v>_VSA	nilai	v	ber-_0	ber-_v_0	ber-	0	TRUE	617
ber+pindah<v>_VSA	pindah	v	ber-_0	ber-_v_0	ber-	0	TRUE	577
ber+alih<v>_VSA	alih	v	ber-_0	ber-_v_0	ber-	0	TRUE	518
ber+putar<v>_VSA	putar	v	ber-_0	ber-_v_0	ber-	0	TRUE	408
ber+renang<v>_VSA	renang	v	ber-_0	ber-_v_0	ber-	0	TRUE	382
ber+gaul<v>_VSA	gaul	v	ber-_0	ber-_v_0	ber-	0	TRUE	377
ber+getar<v>_VSA	getar	v	ber-_0	ber-_v_0	ber-	0	TRUE	353
ber+nyanyi<v>_VSA	nyanyi	v	ber-_0	ber-_v_0	ber-	0	TRUE	341
ber+balik<v>_VSA	balik	v	ber-_0	ber-_v_0	ber-	0	TRUE	326
ber+campur<v>_VSA	campur	v	ber-_0	ber-_v_0	ber-	0	TRUE	323
ber+tukar<v>_VSA	tukar	v	ber-_0	ber-_v_0	ber-	0	TRUE	323
ber+agun<v>_VSA	agun	v	ber-_0	ber-_v_0	ber-	0	TRUE	318
ber+sembunyi<v>_VSA	sembunyi	v	ber-_0	ber-_v_0	ber-	0	TRUE	300
ber+pisah<v>_VSA	pisah	v	ber-_0	ber-_v_0	ber-	0	TRUE	296
ber+buru<v>_VSA	buru	v	ber-_0	ber-_v_0	ber-	0	TRUE	294
ber+istirahat<v>_VSA	istirahat	v	ber-_0	ber-_v_0	ber-	0	TRUE	287
ber+belanja<v>_VSA	belanja	v	ber-_0	ber-_v_0	ber-	0	TRUE	285
ber+tolak<v>_VSA	tolak	v	ber-_0	ber-_v_0	ber-	0	TRUE	280
ber+geser<v>_VSA	geser	v	ber-_0	ber-_v_0	ber-	0	TRUE	276
ber+jumpa<v>_VSA	jumpa	v	ber-_0	ber-_v_0	ber-	0	TRUE	248
ber+baring<v>_VSA	baring	v	ber-_0	ber-_v_0	ber-	0	TRUE	241
ber+tarung<v>_VSA	tarung	v	ber-_0	ber-_v_0	ber-	0	TRUE	239
ber+bohong<v>_VSA	bohong	v	ber-_0	ber-_v_0	ber-	0	TRUE	236
ber+fikir<v>_VSA	fikir	v	ber-_0	ber-_v_0	ber-	0	TRUE	230
ber+tengkar<v>_VSA	tengkar	v	ber-_0	ber-_v_0	ber-	0	TRUE	215
ber+rebut<v>_VSA	rebut	v	ber-_0	ber-_v_0	ber-	0	TRUE	211
ber+pegang<v>_VSA	pegang	v	ber-_0	ber-_v_0	ber-	0	TRUE	208
ber+gulir<v>_VSA	gulir	v	ber-_0	ber-_v_0	ber-	0	TRUE	203
ber+terima<v>_VSA	terima	v	ber-_0	ber-_v_0	ber-	0	TRUE	194
ber+adu<v>_VSA	adu	v	ber-_0	ber-_v_0	ber-	0	TRUE	193
ber+tumbuh<v>_VSA	tumbuh	v	ber-_0	ber-_v_0	ber-	0	TRUE	185
ber+jaga<v>_VSA	jaga	v	ber-_0	ber-_v_0	ber-	0	TRUE	176
ber+tumpu<v>_VSA	tumpu	v	ber-_0	ber-_v_0	ber-	0	TRUE	171
ber+kendara<v>_VSA	kendara	v	ber-_0	ber-_v_0	ber-	0	TRUE	170
ber+belok<v>_VSA	belok	v	ber-_0	ber-_v_0	ber-	0	TRUE	168
ber+hitung<v>_VSA	hitung	v	ber-_0	ber-_v_0	ber-	0	TRUE	157
ber+tanding<v>_VSA	tanding	v	ber-_0	ber-_v_0	ber-	0	TRUE	156
ber+cerai<v>_VSA	cerai	v	ber-_0	ber-_v_0	ber-	0	TRUE	154
ber+purapura<v>_VSA	purapura	v	ber-_0	ber-_v_0	ber-	0	TRUE	154
ber+mukim<v>_VSA	mukim	v	ber-_0	ber-_v_0	ber-	0	TRUE	153
ber+kelahi<v>_VSA	kelahi	v	ber-_0	ber-_v_0	ber-	0	TRUE	147
ber+libur<v>_VSA	libur	v	ber-_0	ber-_v_0	ber-	0	TRUE	145
ber+tepuk<v>_VSA	tepuk	v	ber-_0	ber-_v_0	ber-	0	TRUE	145
ber+banding<v>_VSA	banding	v	ber-_0	ber-_v_0	ber-	0	TRUE	144
ber+limpah<v>_VSA	limpah	v	ber-_0	ber-_v_0	ber-	0	TRUE	143
ber+tandang<v>_VSA	tandang	v	ber-_0	ber-_v_0	ber-	0	TRUE	137
ber+angsur<v>_VSA	angsur	v	ber-_0	ber-_v_0	ber-	0	TRUE	136
ber+salin<v>_VSA	salin	v	ber-_0	ber-_v_0	ber-	0	TRUE	136
ber+paling<v>_VSA	paling	v	ber-_0	ber-_v_0	ber-	0	TRUE	130
ber+goyang<v>_VSA	goyang	v	ber-_0	ber-_v_0	ber-	0	TRUE	117
ber+bantu<v>_VSA	bantu	v	ber-_0	ber-_v_0	ber-	0	TRUE	113
ber+gurau<v>_VSA	gurau	v	ber-_0	ber-_v_0	ber-	0	TRUE	109
ber+runding<v>_VSA	runding	v	ber-_0	ber-_v_0	ber-	0	TRUE	109
ber+baur<v>_VSA	baur	v	ber-_0	ber-_v_0	ber-	0	TRUE	107
ber+lindung<v>_VSA	lindung	v	ber-_0	ber-_v_0	ber-	0	TRUE	107
ber+ingin<v>_VSA	ingin	v	ber-_0	ber-_v_0	ber-	0	TRUE	105
ber+lapis<v>_VSA	lapis	v	ber-_0	ber-_v_0	ber-	0	TRUE	102
ber+hubung<v>_VSA	hubung	v	ber-_0	ber-_v_0	ber-	0	TRUE	101
ber+lipat<v>_VSA	lipat	v	ber-_0	ber-_v_0	ber-	0	TRUE	101
ber+runtun<v>_VSA	runtun	v	ber-_0	ber-_v_0	ber-	0	TRUE	101
ber+kerumun<v>_VSA	kerumun	v	ber-_0	ber-_v_0	ber-	0	TRUE	99
ber+labuh<v>_VSA	labuh	v	ber-_0	ber-_v_0	ber-	0	TRUE	94
ber+benah<v>_VSA	benah	v	ber-_0	ber-_v_0	ber-	0	TRUE	90
ber+tiup<v>_VSA	tiup	v	ber-_0	ber-_v_0	ber-	0	TRUE	88
ber+buka<v>_VSA	buka	v	ber-_0	ber-_v_0	ber-	0	TRUE	83
ber+simbah<v>_VSA	simbah	v	ber-_0	ber-_v_0	ber-	0	TRUE	83
ber+kobar<v>_VSA	kobar	v	ber-_0	ber-_v_0	ber-	0	TRUE	79
ber+ujar<v>_VSA	ujar	v	ber-_0	ber-_v_0	ber-	0	TRUE	77
ber+kibar<v>_VSA	kibar	v	ber-_0	ber-_v_0	ber-	0	TRUE	71
ber+pulang<v>_VSA	pulang	v	ber-_0	ber-_v_0	ber-	0	TRUE	69
ber+jabat<v>_VSA	jabat	v	ber-_0	ber-_v_0	ber-	0	TRUE	68
ber+bayar<v>_VSA	bayar	v	ber-_0	ber-_v_0	ber-	0	TRUE	67
ber+gelut<v>_VSA	gelut	v	ber-_0	ber-_v_0	ber-	0	TRUE	67
ber+sujud<v>_VSA	sujud	v	ber-_0	ber-_v_0	ber-	0	TRUE	66
ber+ucap<v>_VSA	ucap	v	ber-_0	ber-_v_0	ber-	0	TRUE	65
ber+wajib<a>_VSA	wajib	v	ber-_0	ber-_v_0	ber-	0	TRUE	65
ber+kirim<v>_VSA	kirim	v	ber-_0	ber-_v_0	ber-	0	TRUE	64
ber+tumpuk<v>_VSA	tumpuk	v	ber-_0	ber-_v_0	ber-	0	TRUE	64
ber+tobat<v>_VSA	tobat	v	ber-_0	ber-_v_0	ber-	0	TRUE	62
ber+kait<v>_VSA	kait	v	ber-_0	ber-_v_0	ber-	0	TRUE	61
ber+selingkuh<v>_VSA	selingkuh	v	ber-_0	ber-_v_0	ber-	0	TRUE	61
ber+naung<v>_VSA	naung	v	ber-_0	ber-_v_0	ber-	0	TRUE	60
ber+kali<v>_VSA	kali	v	ber-_0	ber-_v_0	ber-	0	TRUE	59
ber+tatap<v>_VSA	tatap	v	ber-_0	ber-_v_0	ber-	0	TRUE	59
ber+jinjit<v>_VSA	jinjit	v	ber-_0	ber-_v_0	ber-	0	TRUE	56
ber+sambung<v>_VSA	sambung	v	ber-_0	ber-_v_0	ber-	0	TRUE	56
ber+taruh<v>_VSA	taruh	v	ber-_0	ber-_v_0	ber-	0	TRUE	56
ber+lalu lalang<v>_VSA	lalu lalang	v	ber-_0	ber-_v_0	ber-	0	TRUE	53
ber+gilir<v>_VSA	gilir	v	ber-_0	ber-_v_0	ber-	0	TRUE	51
ber+balas<v>_VSA	balas	v	ber-_0	ber-_v_0	ber-	0	TRUE	50
ber+kelit<v>_VSA	kelit	v	ber-_0	ber-_v_0	ber-	0	TRUE	49
ber+turut<v>_VSA	turut	v	ber-_0	ber-_v_0	ber-	0	TRUE	49
ber+siaga<a>_VSA	siaga	v	ber-_0	ber-_v_0	ber-	0	TRUE	48
ber+himpun<v>_VSA	himpun	v	ber-_0	ber-_v_0	ber-	0	TRUE	45
ber+gumul<v>_VSA	gumul	v	ber-_0	ber-_v_0	ber-	0	TRUE	42
ber+sanding<v>_VSA	sanding	v	ber-_0	ber-_v_0	ber-	0	TRUE	42
ber+serah<v>_VSA	serah	v	ber-_0	ber-_v_0	ber-	0	TRUE	42
ber+ramal<v>_VSA	ramal	v	ber-_0	ber-_v_0	ber-	0	TRUE	40
ber+kerja<v>_VSA	kerja	v	ber-_0	ber-_v_0	ber-	0	TRUE	39
ber+olah<v>_VSA	olah	v	ber-_0	ber-_v_0	ber-	0	TRUE	38
ber+lumur<v>_VSA	lumur	v	ber-_0	ber-_v_0	ber-	0	TRUE	37
ber+tegur<v>_VSA	tegur	v	ber-_0	ber-_v_0	ber-	0	TRUE	37
ber+hias<v>_VSA	hias	v	ber-_0	ber-_v_0	ber-	0	TRUE	36
ber+pacu<v>_VSA	pacu	v	ber-_0	ber-_v_0	ber-	0	TRUE	36
ber+guncang<v>_VSA	guncang	v	ber-_0	ber-_v_0	ber-	0	TRUE	34
ber+kemas<v>_VSA	kemas	v	ber-_0	ber-_v_0	ber-	0	TRUE	34
ber+telanjang<v>_VSA	telanjang	v	ber-_0	ber-_v_0	ber-	0	TRUE	34
ber+rendam<v>_VSA	rendam	v	ber-_0	ber-_v_0	ber-	0	TRUE	33
ber+belit<v>_VSA	belit	v	ber-_0	ber-_v_0	ber-	0	TRUE	32
ber+gotong<v>_VSA	gotong	v	ber-_0	ber-_v_0	ber-	0	TRUE	32
ber+pencar<v>_VSA	pencar	v	ber-_0	ber-_v_0	ber-	0	TRUE	32
ber+ikat<v>_VSA	ikat	v	ber-_0	ber-_v_0	ber-	0	TRUE	31
ber+andal<v>_VSA	andal	v	ber-_0	ber-_v_0	ber-	0	TRUE	30
ber+peluk<v>_VSA	peluk	v	ber-_0	ber-_v_0	ber-	0	TRUE	30
ber+hembus<v>_VSA	hembus	v	ber-_0	ber-_v_0	ber-	0	TRUE	29
ber+sambut<v>_VSA	sambut	v	ber-_0	ber-_v_0	ber-	0	TRUE	29
ber+ukir<v>_VSA	ukir	v	ber-_0	ber-_v_0	ber-	0	TRUE	29
ber+bilang<v>_VSA	bilang	v	ber-_0	ber-_v_0	ber-	0	TRUE	26
ber+juluk<v>_VSA	juluk	v	ber-_0	ber-_v_0	ber-	0	TRUE	26
ber+mohon<v>_VSA	mohon	v	ber-_0	ber-_v_0	ber-	0	TRUE	26
ber+taut<v>_VSA	taut	v	ber-_0	ber-_v_0	ber-	0	TRUE	26
ber+ayun<v>_VSA	ayun	v	ber-_0	ber-_v_0	ber-	0	TRUE	25
ber+gulat<v>_VSA	gulat	v	ber-_0	ber-_v_0	ber-	0	TRUE	25
ber+putus<a>_VSA	putus	v	ber-_0	ber-_v_0	ber-	0	TRUE	25
ber+tekuk<v>_VSA	tekuk	v	ber-_0	ber-_v_0	ber-	0	TRUE	25
ber+gelayut<v>_VSA	gelayut	v	ber-_0	ber-_v_0	ber-	0	TRUE	24
ber+sembahyang<v>_VSA	sembahyang	v	ber-_0	ber-_v_0	ber-	0	TRUE	24
ber+siul<v>_VSA	siul	v	ber-_0	ber-_v_0	ber-	0	TRUE	24
ber+sangkut<v>_VSA	sangkut	v	ber-_0	ber-_v_0	ber-	0	TRUE	23
ber+tabur<v>_VSA	tabur	v	ber-_0	ber-_v_0	ber-	0	TRUE	23
ber+santap<v>_VSA	santap	v	ber-_0	ber-_v_0	ber-	0	TRUE	21
ber+suka<v>_VSA	suka	v	ber-_0	ber-_v_0	ber-	0	TRUE	20
ber+tanam<v>_VSA	tanam	v	ber-_0	ber-_v_0	ber-	0	TRUE	20
ber+urai<v>_VSA	urai	v	ber-_0	ber-_v_0	ber-	0	TRUE	20
ber+gulung<v>_VSA	gulung	v	ber-_0	ber-_v_0	ber-	0	TRUE	18
ber+silang<v>_VSA	silang	v	ber-_0	ber-_v_0	ber-	0	TRUE	18
ber+cukur<v>_VSA	cukur	v	ber-_0	ber-_v_0	ber-	0	TRUE	17
ber+jejal<v>_VSA	jejal	v	ber-_0	ber-_v_0	ber-	0	TRUE	17
ber+topang<v>_VSA	topang	v	ber-_0	ber-_v_0	ber-	0	TRUE	17
ber+tulis<v>_VSA	tulis	v	ber-_0	ber-_v_0	ber-	0	TRUE	17
ber+geliat<v>_VSA	geliat	v	ber-_0	ber-_v_0	ber-	0	TRUE	15
ber+impit<v>_VSA	impit	v	ber-_0	ber-_v_0	ber-	0	TRUE	15
ber+punya<v>_VSA	punya	v	ber-_0	ber-_v_0	ber-	0	TRUE	15
ber+gandeng<v>_VSA	gandeng	v	ber-_0	ber-_v_0	ber-	0	TRUE	14
ber+gemeletuk<v>_VSA	gemeletuk	v	ber-_0	ber-_v_0	ber-	0	TRUE	14
ber+pangku<v>_VSA	pangku	v	ber-_0	ber-_v_0	ber-	0	TRUE	14
ber+selonjor<v>_VSA	selonjor	v	ber-_0	ber-_v_0	ber-	0	TRUE	14
ber+bungkus<v>_VSA	bungkus	v	ber-_0	ber-_v_0	ber-	0	TRUE	13
ber+hijrah<v>_VSA	hijrah	v	ber-_0	ber-_v_0	ber-	0	TRUE	13
ber+rombak<v>_VSA	rombak	v	ber-_0	ber-_v_0	ber-	0	TRUE	13
ber+susun<v>_VSA	susun	v	ber-_0	ber-_v_0	ber-	0	TRUE	13
ber+jangkit<v>_VSA	jangkit	v	ber-_0	ber-_v_0	ber-	0	TRUE	12
ber+larut<v>_VSA	larut	v	ber-_0	ber-_v_0	ber-	0	TRUE	11
ber+rangkai<v>_VSA	rangkai	v	ber-_0	ber-_v_0	ber-	0	TRUE	11
ber+tepuk<v>_VSADASHtangan<n>_NSD	tepuk	v	ber-_0	ber-_v_0	ber-	0	TRUE	11
ber+gumpal<v>_VSA	gumpal	v	ber-_0	ber-_v_0	ber-	0	TRUE	10
ber+cambuk<v>_VSA	cambuk	v	ber-_0	ber-_v_0	ber-	0	TRUE	9
ber+hadap<v>_VSA	hadap	v	ber-_0	ber-_v_0	ber-	0	TRUE	9
ber+iring<v>_VSA	iring	v	ber-_0	ber-_v_0	ber-	0	TRUE	9
ber+juntai<a>_VSA	juntai	v	ber-_0	ber-_v_0	ber-	0	TRUE	9
ber+tutup<v>_VSA	tutup	v	ber-_0	ber-_v_0	ber-	0	TRUE	9
ber+lenggak lenggok<v>_VSA	lenggak lenggok	v	ber-_0	ber-_v_0	ber-	0	TRUE	8
ber+himpit<v>_VSA	himpit	v	ber-_0	ber-_v_0	ber-	0	TRUE	7
ber+jual<v>_VSA	jual	v	ber-_0	ber-_v_0	ber-	0	TRUE	7
ber+tanggung<v>_VSADASHjawab<v>_VSA	tanggung	v	ber-_0	ber-_v_0	ber-	0	TRUE	7
ber+curiga<v>_VSA	curiga	v	ber-_0	ber-_v_0	ber-	0	TRUE	6
ber+gesek<v>_VSA	gesek	v	ber-_0	ber-_v_0	ber-	0	TRUE	6
ber+goncang<v>_VSA	goncang	v	ber-_0	ber-_v_0	ber-	0	TRUE	6
ber+lepas<v>_VSA	lepas	v	ber-_0	ber-_v_0	ber-	0	TRUE	6
ber+telekan<v>_VSA	telekan	v	ber-_0	ber-_v_0	ber-	0	TRUE	6
ber+bangkit<v>_VSA	bangkit	v	ber-_0	ber-_v_0	ber-	0	TRUE	5
ber+bantah<v>_VSA	bantah	v	ber-_0	ber-_v_0	ber-	0	TRUE	5
ber+biak<v>_VSA	biak	v	ber-_0	ber-_v_0	ber-	0	TRUE	5
ber+gemeretak<v>_VSA	gemeretak	v	ber-_0	ber-_v_0	ber-	0	TRUE	5
ber+gemerincing<v>_VSA	gemerincing	v	ber-_0	ber-_v_0	ber-	0	TRUE	5
ber+hambur<v>_VSA	hambur	v	ber-_0	ber-_v_0	ber-	0	TRUE	5
ber+jawab<v>_VSA	jawab	v	ber-_0	ber-_v_0	ber-	0	TRUE	5
ber+kali<v>_VSADASHulang<v>_VSA	kali	v	ber-_0	ber-_v_0	ber-	0	TRUE	5
ber+kepak<v>_VSA	kepak	v	ber-_0	ber-_v_0	ber-	0	TRUE	5
ber+mandi<v>_VSA	mandi	v	ber-_0	ber-_v_0	ber-	0	TRUE	5
ber+tiarap<v>_VSA	tiarap	v	ber-_0	ber-_v_0	ber-	0	TRUE	5
ber+bela<v>_VSA	bela	v	ber-_0	ber-_v_0	ber-	0	TRUE	4
ber+gemeretuk<v>_VSA	gemeretuk	v	ber-_0	ber-_v_0	ber-	0	TRUE	4
ber+lawan<v>_VSA	lawan	v	ber-_0	ber-_v_0	ber-	0	TRUE	4
ber+makan<v>_VSA	makan	v	ber-_0	ber-_v_0	ber-	0	TRUE	4
ber+pusing<v>_VSA	pusing	v	ber-_0	ber-_v_0	ber-	0	TRUE	4
ber+sandi<v>_VSA	sandi	v	ber-_0	ber-_v_0	ber-	0	TRUE	4
ber+sangkut<v>_VSADASHpaut<v>_VSA	sangkut	v	ber-_0	ber-_v_0	ber-	0	TRUE	4
ber+setuju<v>_VSA	setuju	v	ber-_0	ber-_v_0	ber-	0	TRUE	4
ber+sulam<v>_VSA	sulam	v	ber-_0	ber-_v_0	ber-	0	TRUE	4
ber+tolak<v>_VSADASHbelakang<n>_NSD	tolak	v	ber-_0	ber-_v_0	ber-	0	TRUE	4
ber+basuh<v>_VSA	basuh	v	ber-_0	ber-_v_0	ber-	0	TRUE	3
ber+campur aduk<v>_VSA	campur aduk	v	ber-_0	ber-_v_0	ber-	0	TRUE	3
ber+gelinjang<v>_VSA	gelinjang	v	ber-_0	ber-_v_0	ber-	0	TRUE	3
ber+gemeresik<v>_VSA	gemeresik	v	ber-_0	ber-_v_0	ber-	0	TRUE	3
ber+jalin<v>_VSA	jalin	v	ber-_0	ber-_v_0	ber-	0	TRUE	3
ber+kurung<v>_VSA	kurung	v	ber-_0	ber-_v_0	ber-	0	TRUE	3
ber+lalu<v>_VSADASHlintas<v>_VSA	lalu	v	ber-_0	ber-_v_0	ber-	0	TRUE	3
ber+lukis<v>_VSA	lukis	v	ber-_0	ber-_v_0	ber-	0	TRUE	3
ber+pecah<v>_VSA	pecah	v	ber-_0	ber-_v_0	ber-	0	TRUE	3
ber+piknik<v>_VSA	piknik	v	ber-_0	ber-_v_0	ber-	0	TRUE	3
ber+sahur<v>_VSA	sahur	v	ber-_0	ber-_v_0	ber-	0	TRUE	3
ber+tambal<v>_VSA	tambal	v	ber-_0	ber-_v_0	ber-	0	TRUE	3
ber+tegur<v>_VSADASHsapa<v>_VSA	tegur	v	ber-_0	ber-_v_0	ber-	0	TRUE	3
ber+tekuk<v>_VSADASHlutut<n>_NSD	tekuk	v	ber-_0	ber-_v_0	ber-	0	TRUE	3
ber+tumpah<v>_VSA	tumpah	v	ber-_0	ber-_v_0	ber-	0	TRUE	3
ber+alih<v>_VSADASHrupa<n>_NSD	alih rupa	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+bilas<v>_VSA	bilas	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+buai<v>_VSA	buai	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+campur baur<v>_VSA	campur baur	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+cela<v>_VSA	cela	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+ceraiberai<a>_VSA	cerai berai	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+cucur<v>_VSA	cucur	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+daki<v>_VSA	daki	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+datang<v>_VSA	datang	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+desak<v>_VSA	desak	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+gayut<v>_VSA	gayut	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+gelinding<v>_VSA	gelinding	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+hukum<v>_VSA	hukum	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+karang<v>_VSA	karang	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+kitar<v>_VSA	kitar	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+lambung<v>_VSA	lambung	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+lompat<v>_VSA	lompat	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+pasang<v>_VSA	pasang	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+patok<v>_VSA	patok	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+sahut<v>_VSA	sahut	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+sapa<v>_VSA	sapa	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+satu<c>_CD-DASHpadu<v>_VSA	satu	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+seling<v>_VSA	seling	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+semai<v>_VSA	semai	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+semburat<v>_VSA	semburat	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+sibak<v>_VSA	sibak	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+silang<v>_VSADASHsengkarut<x>_X--	silang	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+sudah<v>_VSA	sudah	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+tanya<v>_VSADASHmeN+jawab<v>_VSA	tanya	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+tentang<v>_VSA	tentang	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+tenun<v>_VSA	tenun	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+terima<v>_VSADASHkasih<n>_NSD	terima	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+testimoni<v>_VSA	testimoni	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+timbun<v>_VSA	timbun	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+tolong<v>_VSA	tolong	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+tumbuk<v>_VSA	tumbuk	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+tumpang<v>_VSA	tumpang	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+usir<v>_VSA	usir	v	ber-_0	ber-_v_0	ber-	0	TRUE	2
ber+acu<v>_VSA	acu	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+alih<v>_VSADASHwujud<n>_NSD	alih wujud	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+angkut<v>_VSA	angkut	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+angsur<v>_VSADASHunsur<n>_NSD	angsur	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+asah<v>_VSA	asah	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+bahu<v>_VSA	bahu	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+belah<v>_VSA	belah	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+buru<v>_VSADASHmeN+ramu<v>_VSA	buru	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+cebur<v>_VSA	cebur	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+cerabut<v>_VSA	cerabut	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+cerak<v>_VSA	cerak	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+cetak<v>_VSA	cetak	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+duduk<v>_VSA	duduk	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+gadai<v>_VSA	gadai	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+gelantung<v>_VSA	gelantung	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+geliat-geliut<n>_VSA	geliat-geliut	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
