ID	morphind	root_morphind	semantic_types	root_pos_morphind	n
860	ber+kelindan<n>_VSA	kelindan	reciprocal-naturally-reciprocal-events	n	42
360	ber+denyit<n>_VSA	denyit	spontaneous-inanimate-state/activity-AUDITORY	n	2
1215	ber+multitasking<f>_VSA	multitasking	body-actions-others	f	3
1920	ber+ternak<n>_VSA	ternak	reflexive-indirect-middle	n	11
1879	ber+telanjang<v>_VSA	telanjang	grooming	v	34
1467	ber+purapura<v>_VSA	purapura	cognition-middle	v	154
478	ber+gadget<f>_VSA	gadget	grooming	f	1
581	ber+gosip<n>_VSA	gosip	reciprocal-naturally-reciprocal-events	n	25
972	ber+konsorsium<n>_VSA	konsorsium	reciprocal-collective-group-actions	n	3
245	ber+bulu<n>_VSA	bulu	reflexive-indirect	n	77
494	ber+gantung<v>_VSA	gantung	positionals	v	937
1469	ber+pusaran<n>_VSA	pusaran	non-trans-mot	n	1
956	ber+konde<n>_VSA	konde	grooming	n	3
1370	ber+persepsi<n>_VSA	persepsi	perception-middle	n	6
1910	ber+tepi<n>_VSA	tepi	positionals	n	19
230	ber+bondong<a>_VSADASHbon<f>_F--DASHdong<x>_X--	bondong	reciprocal-collective-group-actions	a	1
120	ber+azam<n>_VSA	azam	emotion-middle-desiderative	n	1
1806	ber+swafoto<n>_VSA	swafoto	reflexive-indirect-middle	n	8
1995	ber+ubah<v>_VSA	ubah	spontaneous-events-inanimate-being-change-of-shape	v	3404
724	ber+iring<v>_VSA	iring	reciprocal-chaining	v	9
1545	ber+ombak<v>_VSA	ombak	spontaneous-events-change-of-state	v	13
1051	ber+laku<n>_VSA	laku	reflexive-indirect-middle	n	6627
1201	ber+modal<n>_VSA	modal	reflexive-indirect-middle	n	48
628	ber+hasil<n>_VSA	hasil	reflexive-indirect-middle	n	5480
1691	ber+sepeda<n>_VSA	sepeda	translational-motion	n	226
149	ber+bangkit<v>_VSA	bangkit	body-posture-change	v	5
1878	ber+tekun<a>_VSA	tekun	emotion-middle-1-participant	a	5
1438	ber+presentasi<n>_VSA	presentasi	emotion-middle-speech-action	n	2
424	ber+ekspansi<n>_VSA	ekspansi	reciprocal-collective-group-actions	n	25
1876	ber+tekuk<v>_VSA	tekuk	body-posture-change	v	25
12	ber+adu<v>_VSA	adu	reciprocal-naturally-reciprocal-events	v	193
487	ber+galau<a>_VSA	galau	emotion-middle-1-participant	a	1
448	ber+faedah<n>_VSA	faedah	reflexive-indirect-middle	n	11
1062	ber+lambat<a>_VSA	lambat	spontaneous-events-property-of-activities	a	1
2030	ber+urut<n>_VSA	urut	reciprocal-chaining	n	22
108	ber+asyik<a>_VSA	asyik	emotion-middle-1-participant	a	1
615	ber+halusinasi<n>_VSA	halusinasi	cognition-middle	n	19
599	ber+guncang<v>_VSA	guncang	non-trans-mot-contained	v	34
386	ber+difusi<n>_VSA	difusi	reciprocal-naturally-reciprocal-events	n	24
538	ber+gemeretup<v>_VSA	gemeretup	spontaneous-inanimate-state/activity-AUDITORY	v	1
1612	ber+satu<c>_VSA	satu	reciprocal-naturally-reciprocal-events	c	367
678	ber+iklan<n>_VSA	iklan	reflexive-indirect-middle	n	36
107	ber+asumsi<n>_VSA	asumsi	cognition-middle	n	70
902	ber+kesiur<pre-cat>_VSA	kesiur	spontaneous-inanimate-state/activity-AUDITORY	pre-cat	13
898	ber+kerumun<v>_VSA	kerumun	reciprocal-collective-group-actions	v	99
140	ber+bakti<n>_VSA	bakti	cognition-middle	n	87
792	ber+kabut<n>_VSA	kabut	spontaneous-events-inanimate-being-psychochemical-change	n	46
1506	ber+rebut<v>_VSA	rebut	reciprocal-naturally-reciprocal-events	v	211
1706	ber+serikat<n>_VSA	serikat	reciprocal-collective-group-actions	n	65
629	ber+hasrat<n>_VSA	hasrat	emotion-middle-desiderative	n	48
177	ber+bayang<n>_VSA	bayang	spontaneous-inanimate-state/activity-VISUAL	n	1
653	ber+honeymoon<f>_VSA	honeymoon	reflexive-indirect-middle	f	1
1855	ber+taring<n>_VSA	taring	reflexive-indirect	n	12
317	ber+cumbu<n>_VSA	cumbu	reciprocal-naturally-reciprocal-events	n	32
226	ber+bobot<n>_VSA	bobot	reflexive-indirect	n	57
269	ber+campursari<n>_VSA	campursari	reciprocal-naturally-collective-actions	n	1
817	ber+kantor<n>_VSA	kantor	positionals	n	284
405	ber+dosa<n>_VSA	dosa	reflexive-indirect	n	121
441	ber+etika<n>_VSA	etika	self-control	n	59
811	ber+kamera<n>_VSA	kamera	reflexive-indirect-middle	n	8
162	ber+basa basi<n>_VSA	basa basi	reciprocal-naturally-reciprocal-events	n	1
1147	ber+maksiat<a>_VSA	maksiat	body-actions-others	a	3
1698	ber+serak<a>_VSADASHan<f>_F--	serak	reciprocal-naturally-collective-actions	a	1
1396	ber+pinggang<n>_VSA	pinggang	reflexive-indirect	n	4
1359	ber+perang<n>_VSA	perang	reciprocal-naturally-reciprocal-events	n	253
889	ber+kereta<n>_VSA	kereta	translational-motion	n	4
1692	ber+seprai<n>_VSA	seprai	grooming	n	3
1676	ber+senapan<n>_VSA	senapan	grooming	n	4
1732	ber+silang<v>_VSADASHsengkarut<x>_X--	silang	reciprocal-naturally-reciprocal-events	v	2
467	ber+foto<n>_VSA	foto	reflexive-indirect-middle	n	72
1398	ber+pintal<v>_VSA	pintal	reciprocal-chaining	v	1
163	ber+basa basi<n>_VSA	basabasi	reciprocal-naturally-reciprocal-events	n	51
1423	ber+pori<n>_VSA	pori	reflexive-indirect	n	5
1284	ber+pancasila<n>_VSA	pancasila	reflexive-indirect-middle	n	2
745	ber+jalan<n>_VSADASHitu<b>_B--	jalan	translational-motion	n	1
539	ber+gemericik<n>_VSA	gemericik	spontaneous-inanimate-state/activity-AUDITORY	n	7
1032	ber+kunjung<v>_VSA	kunjung	translational-motion	v	740
754	ber+janji<n>_VSA	janji	emotion-middle-desiderative	n	574
579	ber+goncang<v>_VSA	goncang	non-trans-mot-contained	v	6
1677	ber+senda<n>_VSA	senda	emotion-middle-speech-action	n	34
1424	ber+poros<n>_VSA	poros	positionals	n	5
979	ber+kontak<n>_VSA	kontak	reciprocal-naturally-reciprocal-events	n	12
1404	ber+pistol<n>_VSA	pistol	grooming	n	3
1172	ber+mediasi<n>_VSA	mediasi	reciprocal-naturally-reciprocal-events	n	3
649	ber+himpit<v>_VSA	himpit	reciprocal-naturally-collective-actions	v	7
1809	ber+syair<n>_VSA	syair	emotion-middle-speech-action	n	5
888	ber+keras<a>_VSA	keras	emotion-middle-1-participant	a	70
1800	ber+surat<n>_VSA	surat	reciprocal-naturally-reciprocal-events	n	8
1558	ber+rusuk<n>_VSA	rusuk	reflexive-indirect	n	1
1441	ber+prestise<n>_VSA	prestise	reflexive-indirect-middle	n	3
1606	ber+saput<n>_VSA	saput	grooming	n	1
963	ber+kongres<n>_VSA	kongres	reciprocal-collective-group-actions	n	2
1466	ber+pupur<n>_VSA	pupur	grooming	n	3
686	ber+imajinasi<n>_VSA	imajinasi	cognition-middle	n	33
1963	ber+topeng<n>_VSA	topeng	grooming	n	66
346	ber+degenerasi<n>_VSA	degenerasi	spontaneous-events-inanimate-being-existential-change/denaturement	n	1
1429	ber+postur<n>_VSA	postur	reflexive-indirect	n	15
491	ber+ganda<a>_VSA	ganda	reciprocal-naturally-collective-actions	a	82
268	ber+campur baur<v>_VSA	campur baur	reciprocal-naturally-collective-actions	v	2
112	ber+aura<n>_VSA	aura	reflexive-indirect	n	1
633	ber+hazmat<n>_VSA	hazmat	grooming	n	1
1461	ber+pulas<a>_VSA	pulas	body-posture-change	a	1
1652	ber+selonjor<v>_VSA	selonjor	positionals	v	14
1108	ber+lingkup<n>_VSA	lingkup	positionals	n	2
202	ber+beres<a>_VSA	beres	grooming	a	1
1382	ber+pigmen<n>_VSA	pigmen	reflexive-indirect	n	3
1107	ber+lingkar<v>_VSA	lingkar	reciprocal-chaining	v	1
1291	ber+pantat<n>_VSA	pantat	reflexive-indirect	n	2
384	ber+diferensiasi<n>_VSA	diferensiasi	reciprocal-naturally-reciprocal-events	n	11
1798	ber+sunat<n>_VSA	sunat	grooming	n	3
35	ber+aktifitas<n>_VSA	aktifitas	body-actions-others	n	15
641	ber+henti<v>_VSADASHusaha<n>_NSD	henti	spontaneous-events-property-of-activities	v	1
1649	ber+seling<v>_VSA	seling	reciprocal-chaining	v	2
95	ber+asalusul<n>_VSA	asalusul	positionals	n	1
129	ber+bahagia<a>_VSA	bahagia	emotion-middle-1-participant	a	128
1603	ber+santan<n>_VSA	santan	spontaneous-events-property-of-inanimate-entity-GUSTATORY	n	9
355	ber+dendam<n>_VSA	dendam	emotion-middle-2-participants	n	1
1650	ber+selingkuh<v>_VSA	selingkuh	reciprocal-naturally-reciprocal-events	v	61
1556	ber+runtun<v>_VSA	runtun	reciprocal-chaining	v	101
606	ber+habitat<n>_VSA	habitat	positionals	n	3
1115	ber+liuk<n>_VSA	liuk	non-trans-mot	n	2
1611	ber+satu<c>_CD-DASHpadu<v>_VSA	satu	reciprocal-naturally-reciprocal-events	v	2
555	ber+geremeng<a>_VSA	geremeng	spontaneous-inanimate-state/activity-AUDITORY	a	1
1364	ber+performa<n>_VSA	performa	body-actions-others	n	3
250	ber+bunyi<n>_VSA	bunyi	spontaneous-inanimate-state/activity-AUDITORY	n	1897
1685	ber+senjata<n>_VSA	senjata	grooming	n	501
105	ber+aspirasi<n>_VSA	aspirasi	emotion-middle-speech-action	n	2
2010	ber+ulangtahun<n>_VSA	ulangtahun	spontaneous-events-property-of-activities	n	1
1567	ber+sajadah<n>_VSA	sajadah	grooming	n	1
354	ber+dencit<n>_VSA	dencit	spontaneous-inanimate-state/activity-AUDITORY	n	1
1931	ber+tikam<n>_VSA	tikam	reciprocal-naturally-reciprocal-events	n	1
2024	ber+urai<v>_VSA	urai	spontaneous-events-object-specific-container	v	20
45	ber+aliansi<n>_VSA	aliansi	reciprocal-collective-group-actions	n	11
1259	ber+ongkos<n>_VSA	ongkos	reflexive-indirect-middle	n	1
1003	ber+kreatifitas<n>_VSA	kreatifitas	reflexive-indirect-middle	n	2
553	ber+gerakgerik<n>_VSA	gerakgerik	non-trans-mot	n	2
981	ber+kontemplasi<n>_VSA	kontemplasi	cognition-middle	n	7
1799	ber+sungguhsungguh<d>_VSA	sungguhsungguh	emotion-middle-1-participant	d	86
2042	ber+visualisasi<n>_VSA	visualisasi	cognition-middle	n	1
1232	ber+naung<v>_VSA	naung	positionals	v	60
557	ber+gerilya<n>_VSA	gerilya	reciprocal-collective-group-actions	n	83
1766	ber+sorot<v>_VSA	sorot	perception-middle	v	1
2063	ber+wirausaha<n>_VSA	wirausaha	reflexive-indirect-middle	n	196
1318	ber+patroli<n>_VSA	patroli	self-protection-or-self-preservation	n	20
630	ber+hati<n>_VSA	hati	emotion-middle-1-participant	n	86
320	ber+dagang<n>_VSA	dagang	reciprocal-naturally-reciprocal-events	n	219
139	ber+bakat<n>_VSA	bakat	cognition-middle	n	143
1636	ber+sekutu<n>_VSA	sekutu	reciprocal-collective-group-actions	n	57
2013	ber+umrah<n>_VSA	umrah	translational-motion	n	3
1815	ber+tahan<a>_VSA	tahan	self-protection-or-self-preservation	a	1694
1548	ber+rongga<n>_VSA	rongga	reflexive-indirect	n	16
1690	ber+sepatu<n>_VSA	sepatu	grooming	n	34
383	ber+diaspora<n>_VSA	diaspora	reciprocal-collective-group-actions	n	1
665	ber+ibadah<n>_VSA	ibadah	reflexive-indirect-middle	n	327
551	ber+gerai<n>_VSA	gerai	reflexive-indirect-middle	n	1
1092	ber+lenggak<v>_VSA	lenggak	non-trans-mot	v	1
564	ber+gestur<n>_VSA	gestur	body-actions-others	n	1
1118	ber+logika<n>_VSA	logika	cognition-middle	n	9
290	ber+cerita<n>_VSA	cerita	emotion-middle-speech-action	n	1210
818	ber+kantung<n>_VSA	kantung	grooming	n	7
1623	ber+sedih<a>_VSA	sedih	emotion-middle-1-participant	a	152
1307	ber+paru<n>_VSA	paru	reflexive-indirect	n	1
592	ber+gulir<v>_VSA	gulir	translational-motion	v	203
1189	ber+mewah<a>_VSA	mewah	reflexive-indirect-middle	a	1
244	ber+bulir<n>_VSA	bulir	spontaneous-events-animate-being	n	3
1863	ber+tausiyah<n>_VSA	tausiyah	emotion-middle-speech-action	n	1
262	ber+cakap<n>_VSA	cakap	reciprocal-naturally-reciprocal-events	n	69
2031	ber+urut<n>_VSADASHturut<v>_VSA	urut	reciprocal-chaining	n	1
936	ber+koloni<n>_VSA	koloni	reciprocal-collective-group-actions	n	5
521	ber+gelisah<a>_VSA	gelisah	emotion-middle-1-participant	a	1
1197	ber+misi<n>_VSA	misi	intentional	n	1
1114	ber+listrik<n>_VSA	listrik	reflexive-indirect-middle	n	10
1762	ber+sombong<a>_VSA	sombong	self-control	a	1
2028	ber+urban<a>_VSA	urban	translational-motion	a	1
1563	ber+sahabat<n>_VSA	sahabat	reciprocal-naturally-reciprocal-events	n	341
994	ber+korban<n>_VSA	korban	involuntary self-harm	n	153
823	ber+karakteristik<n>_VSA	karakteristik	reflexive-indirect	n	14
790	ber+kabar<n>_VSA	kabar	emotion-middle-speech-action	n	24
671	ber+ideologi<n>_VSA	ideologi	cognition-middle	n	25
1881	ber+telekan<v>_VSA	telekan	positionals	v	6
928	ber+koalisi<n>_VSA	koalisi	reciprocal-collective-group-actions	n	59
1702	ber+serdawa<n>_VSA	serdawa	spontaneous-inanimate-state/activity-AUDITORY	n	7
1965	ber+toreh<v>_VSA	toreh	spontaneous-inanimate-state/activity-TACTILE	v	1
214	ber+bilas<v>_VSA	bilas	grooming	v	2
1642	ber+selawat<n>_VSA	selawat	reflexive-indirect-middle	n	2
1096	ber+lepas<v>_VSA	lepas	reciprocal-naturally-reciprocal-events	v	6
37	ber+aktivitas<n>_VSA	aktivitas	body-actions-others	n	253
1196	ber+minyak<n>_VSA	minyak	spontaneous-events-inanimate-being-psychochemical-change	n	34
2008	ber+ulang<v>_VSA	ulang	spontaneous-events-property-of-activities	v	766
295	ber+chatting<f>_VSA	chatting	reciprocal-naturally-reciprocal-events	f	2
1830	ber+tampang<n>_VSA	tampang	reflexive-indirect	n	13
1099	ber+libat<v>_VSA	libat	reciprocal-naturally-reciprocal-events	v	1
1247	ber+nyala<v>_VSA	nyala	spontaneous-inanimate-state/activity-VISUAL	v	1
1602	ber+santai<a>_VSA	santai	positionals	a	57
1638	ber+selancar<n>_VSA	selancar	translational-motion	n	49
1808	ber+syahadat<n>_VSA	syahadat	reflexive-indirect-middle	n	1
938	ber+kombinasi<n>_VSA	kombinasi	reciprocal-naturally-reciprocal-events	n	3
775	ber+jinjit<v>_VSA	jinjit	body-posture-change	v	56
217	ber+bineka<a>_VSA	bineka	reciprocal-collective-group-actions	a	7
794	ber+kacamata<n>_VSA	kacamata	grooming	n	53
737	ber+izin<n>_VSA	izin	reflexive-indirect-middle	n	59
1856	ber+taruh<v>_VSA	taruh	reflexive-indirect-middle	v	56
361	ber+denyut<n>_VSA	denyut	non-trans-mot-contained	n	60
1342	ber+pencak<n>_VSA	pencak	body-actions-others	n	1
503	ber+gegas<a>_VSA	gegas	translational-motion	a	816
1837	ber+tandang<v>_VSA	tandang	translational-motion	v	137
1283	ber+panas<a>_VSA	panas	grooming	a	1
1550	ber+rubah<n>_VSA	rubah	spontaneous-events-inanimate-being-change-of-shape	n	5
798	ber+kain<n>_VSA	kain	grooming	n	9
1150	ber+malas<a>_VSA	malas	cognition-middle	a	1
1741	ber+sinar<n>_VSA	sinar	spontaneous-inanimate-state/activity-VISUAL	n	219
80	ber+antusias<a>_VSA	antusias	cognition-middle	a	2
55	ber+ambisi<n>_VSA	ambisi	emotion-middle-desiderative	n	53
1158	ber+markas<n>_VSA	markas	positionals	n	72
1577	ber+salut<n>_VSA	salut	grooming	n	4
910	ber+kibar<v>_VSA	kibar	spontaneous-events-motion	v	71
632	ber+hawa<n>_VSA	hawa	spontaneous-events-inanimate-being-psychochemical-change	n	5
1178	ber+menit<n>_VSA	menit	spontaneous-events-property-of-activities	n	1
875	ber+kenan<a>_VSA	kenan	license	a	155
299	ber+cinta<n>_VSA	cinta	reciprocal-naturally-reciprocal-events	n	153
293	ber+cermin<n>_VSA	cermin	grooming	n	42
189	ber+belangkon<n>_VSA	belangkon	grooming	n	1
1936	ber+tindak<v>_VSA	tindak	body-actions-others	v	1739
410	ber+duka kecewa<n>_VSA	duka kecewa	emotion-middle-1-participant	n	1
1930	ber+tikai<n>_VSA	tikai	reciprocal-naturally-reciprocal-events	n	49
1667	ber+semburat<v>_VSA	semburat	spontaneous-inanimate-state/activity-VISUAL	v	2
1758	ber+sms<f>_VSA	sms	reciprocal-naturally-reciprocal-events	f	3
1526	ber+rendah<a>_VSA	rendah	emotion-middle-1-participant	a	3
2032	ber+usaha<n>_VSA	usaha	intentional	n	4883
1877	ber+tekuk<v>_VSADASHlutut<n>_NSD	tekuk	body-posture-change	v	3
1074	ber+lari<v>_VSA	lari	translational-motion	v	1230
921	ber+kirim<v>_VSA	kirim	middle-passive	v	64
349	ber+dekat<a>_VSA	dekat	reciprocal-naturally-reciprocal-events	a	1
1343	ber+pencar<v>_VSA	pencar	reciprocal-naturally-collective-actions	v	32
172	ber+batik<n>_VSA	batik	grooming	n	1
1184	ber+mertua<n>_VSA	mertua	reflexive-indirect-middle	n	1
1982	ber+tumbuk<v>_VSA	tumbuk	reciprocal-naturally-reciprocal-events	v	2
914	ber+kilap<n>_VSA	kilap	spontaneous-inanimate-state/activity-VISUAL	n	8
409	ber+duka<n>_VSA	duka	emotion-middle-1-participant	n	117
1020	ber+kudis<n>_VSA	kudis	reflexive-indirect	n	4
439	ber+energi<n>_VSA	energi	reflexive-indirect	n	22
1707	ber+serpihan<n>_VSA	serpihan	reciprocal-naturally-collective-actions	n	1
224	ber+bisnis<n>_VSA	bisnis	reciprocal-naturally-reciprocal-events	n	271
1540	ber+ribut<a>_VSA	ribut	emotion-middle-speech-action	a	1
1847	ber+tangkai<n>_VSA	tangkai	reflexive-indirect	n	8
434	ber+embrio<n>_VSA	embrio	spontaneous-events-animate-being	n	1
587	ber+gradasi<n>_VSA	gradasi	spontaneous-inanimate-state/activity-VISUAL	n	1
337	ber+daya cipta<n>_VSA	daya cipta	cognition-middle	n	1
141	ber+baku<a>_VSA	baku	reciprocal-naturally-reciprocal-events	a	2
159	ber+baret<n>_VSA	baret	grooming	n	2
1106	ber+lindung<v>_VSA	lindung	self-protection-or-self-preservation	v	107
1229	ber+nanah<n>_VSA	nanah	spontaneous-events-inanimate-being-psychochemical-change	n	15
758	ber+jas<n>_VSA	jas	grooming	n	9
1631	ber+sejajar<a>_VSA	sejajar	reciprocal-chaining	a	2
616	ber+hamba<n>_VSA	hamba	reflexive-indirect-middle	n	1
34	ber+aksi<n>_VSA	aksi	body-actions-others	n	128
1123	ber+lomba<n>_VSADASHloma<f>_F--	lomba	reflexive-indirect-middle	n	1
450	ber+falsafah<n>_VSA	falsafah	cognition-middle	n	1
1308	ber+paruh<n>_VSA	paruh	reflexive-indirect	n	7
2011	ber+ulir<n>_VSA	ulir	non-trans-mot	n	1
1505	ber+reaksi<n>_VSA	reaksi	body-actions-others	n	300
455	ber+fikir<v>_VSA	fikir	cognition-middle	v	230
276	ber+cebur<v>_VSA	cebur	grooming	v	1
1839	ber+tanding<v>_VSA	tanding	reciprocal-naturally-reciprocal-events	v	156
365	ber+derik<n>_VSA	derik	spontaneous-inanimate-state/activity-AUDITORY	n	4
1479	ber+putus<a>_VSADASHasa<n>_NSD	putus	reciprocal-naturally-reciprocal-events	v	1
415	ber+dusta<n>_VSA	dusta	emotion-middle-speech-action	n	43
1955	ber+tolak<v>_VSADASHbelakang<n>_NSD	tolakbelakang	reciprocal-naturally-reciprocal-events	v	4
1194	ber+minggu<n>_VSA	minggu	spontaneous-events-property-of-activities	n	4
1475	ber+putih<a>_VSA	putih	spontaneous-inanimate-state/activity-VISUAL	a	1
1212	ber+muka<n>_VSA	muka	reflexive-indirect	n	27
1754	ber+siul<v>_VSA	siul	emotion-middle-speech-action	v	24
1095	ber+lensa<n>_VSA	lensa	reflexive-indirect-middle	n	1
911	ber+kibas<v>_VSA	kibas	non-trans-mot	v	1
892	ber+keriput<n>_VSA	keriput	reflexive-indirect	n	5
1983	ber+tumpah<v>_VSA	tumpah	spontaneous-events-object-specific-container	v	3
1555	ber+runding<v>_VSA	runding	reciprocal-collective-group-actions	v	109
281	ber+celetuk<n>_VSA	celetuk	emotion-middle-speech-action	n	2
1358	ber+peran<n>_VSA serta<h>_H--	peran	reflexive-indirect-middle	n	3
1914	ber+terang<a>_VSA	terang	spontaneous-inanimate-state/activity-VISUAL	a	1
578	ber+golok<n>_VSA	golok	grooming	n	1
1067	ber+langgan<v>_VSA	langgan	reflexive-indirect-middle	v	1
331	ber+dasi<n>_VSA	dasi	grooming	n	25
654	ber+hormat<a>_VSA	hormat	body-posture-change	a	1
1653	ber+selop<n>_VSA	selop	grooming	n	1
1345	ber+pendar<n>_VSA	pendar	spontaneous-inanimate-state/activity-VISUAL	n	56
435	ber+embun<n>_VSA	embun	spontaneous-events-inanimate-being-psychochemical-change	n	26
800	ber+kaki<n>_VSA	kaki	reflexive-indirect	n	70
815	ber+kancing<n>_VSA	kancing	grooming	n	4
36	ber+akting<n>_VSA	akting	body-actions-others	n	32
14	ber+afiliasi<n>_VSA	afiliasi	reciprocal-collective-group-actions	n	69
332	ber+datang<v>_VSA	datang	translational-motion	v	2
1080	ber+layar<n>_VSA	layar	translational-motion	n	243
666	ber+ibadat<n>_VSA	ibadat	reflexive-indirect-middle	n	15
1328	ber+pegang<v>_VSA	pegang	body-actions-others	v	208
1270	ber+otoritas<n>_VSA	otoritas	reflexive-indirect-middle	n	3
680	ber+ikrar<n>_VSA	ikrar	emotion-middle-desiderative	n	16
175	ber+bau<n>_VSA	bau	spontaneous-events-property-of-inanimate-entity+OLFACTORY	n	257
378	ber+detak<n>_VSA	detak	non-trans-mot-contained	n	90
567	ber+giat<a>_VSA	giat	body-actions-others	a	15
782	ber+judi<n>_VSA	judi	reflexive-indirect-middle	n	72
2066	ber+zakat<n>_VSA	zakat	reflexive-indirect-middle	n	3
1326	ber+pedang<n>_VSA	pedang	grooming	n	1
995	ber+korelasi<n>_VSA	korelasi	reciprocal-naturally-reciprocal-events	n	151
640	ber+henti<v>_VSA	henti	spontaneous-events-property-of-activities	v	2795
1996	ber+uban<n>_VSA	uban	reflexive-indirect	n	34
572	ber+gilir<v>_VSA	gilir	reciprocal-chaining	v	51
1852	ber+tanya<v>_VSADASHjawab<v>_VSA	tanya	emotion-middle-speech-action	v	1
1124	ber+lompat<v>_VSA	lompat	translational-motion	v	2
1313	ber+paspor<n>_VSA	paspor	reflexive-indirect-middle	n	3
1017	ber+kubur<v>_VSA	kubur	grooming	v	1
238	ber+budidaya<n>_VSA	budidaya	body-actions-others	n	118
1644	ber+selendang<n>_VSA	selendang	grooming	n	9
94	ber+asalmuasal<n>_VSA	asalmuasal	positionals	n	2
1560	ber+sabda<n>_VSA	sabda	emotion-middle-speech-action	n	103
1576	ber+salto<n>_VSA	salto	non-trans-mot	n	4
1659	ber+semangat<n>_VSA	semangat	emotion-middle-1-participant	n	447
988	ber+konvoi<n>_VSA	konvoi	reciprocal-chaining	n	10
196	ber+belukar<n>_VSA	belukar	reciprocal-naturally-collective-actions	n	1
327	ber+dangdut<n>_VSA	dangdut	reciprocal-naturally-reciprocal-events	n	1
1272	ber+ovulasi<n>_VSA	ovulasi	spontaneous-events-animate-being	n	1
1149	ber+malam<n>_VSA	malam	reflexive-indirect-middle	n	91
1767	ber+sosial<n>_VSA	sosial	reciprocal-collective-group-actions	a	2
1305	ber+partisipatif<a>_VSA	partisipatif	reciprocal-naturally-reciprocal-events	a	1
394	ber+diri<n>_VSA	diri	body-posture-change	n	3758
1723	ber+siasat<n>_VSA	siasat	cognition-middle	n	22
897	ber+kerubung<pre-cat>_VSA	kerubung	grooming	pre-cat	2
1683	ber+sengketa<n>_VSA	sengketa	reciprocal-naturally-reciprocal-events	n	66
501	ber+gaya<n>_VSA	gaya	reflexive-indirect-middle	n	189
1228	ber+nama<n>_VSA	nama	reflexive-indirect	n	1961
464	ber+formasi<n>_VSA	formasi	reciprocal-collective-group-actions	n	1
344	ber+decap<n>_VSA	decap	non-trans-mot-contained	n	1
1912	ber+tepuk<v>_VSADASHtangan<n>_NSD	tepuk	reciprocal-naturally-reciprocal-events	v	11
552	ber+gerak<v>_VSA	gerak	non-trans-mot	v	3238
1728	ber+sikap<n>_VSA	sikap	body-actions-others	n	1099
517	ber+gelimang<a>_VSA	gelimang	grooming	a	27
1870	ber+tegur<v>_VSA	tegur	reciprocal-naturally-reciprocal-events	v	37
1152	ber+mandi<v>_VSA	mandi	grooming	v	5
1744	ber+sinerji<n>_VSA	sinerji	reciprocal-naturally-collective-actions	n	1
1656	ber+semadi<n>_VSA	semadi	cognition-middle	n	19
23	ber+akhir<n>_VSA	akhir	spontaneous-events-property-of-activities	n	1710
514	ber+geliang-geliut<n>_VSA	geliang-geliut	non-trans-mot	n	1
421	ber+ekor<n>_VSA	ekor	reflexive-indirect	n	19
1282	ber+pamer<v>_VSA	pamer	self-control	v	1
1869	ber+teguh<a>_VSA	teguh	emotion-middle-1-participant	a	1
1926	ber+tetangga<n>_VSA	tetangga	reciprocal-collective-group-actions	n	73
533	ber+gemerencing<v>_VSA	gemerencing	spontaneous-inanimate-state/activity-AUDITORY	v	1
1962	ber+topang<v>_VSA	topang	non-trans-mot	v	17
316	ber+cukur<v>_VSA	cukur	grooming	v	17
211	ber+biji<n>_VSA	biji	spontaneous-events-animate-being	n	27
523	ber+gelora<n>_VSA	gelora	spontaneous-events-inanimate-being-psychochemical-change	n	39
273	ber+capil<n>_VSA	capil	grooming	n	1
243	ber+bulan madu<n>_VSA	bulan madu	reciprocal-naturally-reciprocal-events	n	1
827	ber+karib<a>_VSA	karib	reciprocal-naturally-reciprocal-events	a	5
777	ber+jiwa<n>_VSA	jiwa	reflexive-indirect	n	161
1129	ber+luka<n>_VSA	luka	involuntary self-harm	n	1
1768	ber+sosialisasi<n>_VSA	sosialisasi	reciprocal-collective-group-actions	n	110
121	ber+azan<n>_VSA	azan	emotion-middle-speech-action	n	1
1643	ber+selempang<n>_VSA	selempang	grooming	n	6
570	ber+gigi<n>_VSA	gigi	reflexive-indirect	n	18
1027	ber+kumis<n>_VSA	kumis	reflexive-indirect	n	52
438	ber+empati<n>_VSA	empati	emotion-middle-2-participants	n	34
779	ber+jualbeli<n>_VSA	jualbeli	reciprocal-naturally-reciprocal-events	n	3
254	ber+busa<n>_VSA	busa	spontaneous-events-inanimate-being-psychochemical-change	n	17
106	ber+asrama<n>_VSA	asrama	positionals	n	19
636	ber+hemat<a>_VSA	hemat	reflexive-indirect-middle	a	40
586	ber+goyang<v>_VSA	goyang	non-trans-mot-contained	v	117
144	ber+balur<n>_VSA	balur	grooming	n	3
1052	ber+laku<n>_VSA	laku	reflexive-indirect-middle	a	1
866	ber+keluarga<n>_VSA	keluarga	reciprocal-collective-group-actions	n	135
924	ber+kitar<v>_VSA	kitar	non-trans-mot	v	2
652	ber+hitung<v>_VSA	hitung	cognition-middle	v	157
1578	ber+sama<a>_VSA	sama	reciprocal-naturally-reciprocal-events	a	10912
1173	ber+meditasi<n>_VSA	meditasi	cognition-middle	n	8
490	ber+gamis<n>_VSA	gamis	grooming	n	2
1218	ber+muram<a>_VSA	muram	emotion-middle-1-participant	a	9
1542	ber+ring<n>_VSA	ring	spontaneous-inanimate-state/activity-AUDITORY	n	2
47	ber+alih<v>_VSA	alih	non-trans-mot	v	518
1402	ber+pisah<v>_VSA	pisah	reciprocal-naturally-reciprocal-events	v	296
